Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
357,Yale NCAA,31,19,12,0.613,-0.1,-1.34,11,3,10,3,6,6,2226,2143,70.3,101.8,0.321,0.359,0.537,50.2,46.7,8.8,9.3,0.501,16.1,25.7,0.236,98,0.318,0.414,0.518,49.8,48.5,10.3,9.5,0.486,16.5,26.3,0.219,64
1,Abilene Christian NCAA,29,24,5,0.828,6.27,-6.37,13,2,13,0,5,4,2196,1753,72,105.2,0.339,0.367,0.54,51.5,65.3,13.5,8.9,0.512,16.2,31.3,0.23,84,0.385,0.349,0.498,48.5,49.8,9.1,9.9,0.458,24.7,26.8,0.262,32
4,Alabama NCAA,33,26,7,0.788,19.58,10.01,16,2,12,1,7,3,2629,2313,74.7,106.3,0.288,0.465,0.544,51.7,50.2,11.3,10.6,0.517,15.9,31.8,0.204,93.5,0.307,0.343,0.492,48.3,44,10.6,14.2,0.458,17.7,28.8,0.211,16
10,Appalachian State NCAA,29,17,12,0.586,-5.84,-5.72,7,8,9,4,4,7,2039,1860,66.8,103.1,0.34,0.437,0.52,50.8,49.9,11.6,10.4,0.478,14.9,29.8,0.252,94,0.239,0.377,0.507,49.2,50.2,8.3,13.1,0.479,18.1,26.8,0.17,68
13,Arkansas NCAA,32,25,7,0.781,17.8,7.18,13,4,16,1,5,4,2604,2264,75.1,108,0.327,0.339,0.544,52.6,49.8,10.4,13,0.508,14.7,31.3,0.242,93.9,0.29,0.377,0.508,47.4,48.3,8.7,8.5,0.479,17.8,26,0.199,8
20,Baylor NCAA,30,28,2,0.933,24.83,7.4,13,1,11,0,7,1,2487,1964,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14,36.4,0.188,93.7,0.313,0.343,0.521,46.8,51.8,8,10.6,0.489,21.3,29.7,0.217,1
29,Brigham Young NCAA,27,20,7,0.741,15.19,7.23,10,3,11,2,7,2,2109,1853,70.2,109.8,0.275,0.394,0.58,54.7,56.2,6.5,7.2,0.556,16.4,28.6,0.2,96.4,0.295,0.35,0.499,45.3,46.6,8.8,5.5,0.469,14.2,22.9,0.201,64
50,Clemson NCAA,24,16,8,0.667,12.49,9.49,10,6,11,1,2,5,1558,1486,64.9,99.5,0.232,0.434,0.53,49.9,56.8,9.3,9.2,0.5,17.1,26.4,0.178,94.9,0.289,0.409,0.516,50.1,50.9,10,9.9,0.487,19,26.9,0.202,64
51,Cleveland State NCAA,27,19,8,0.704,-5.12,-4.82,16,4,9,2,8,5,1914,1922,67.6,102.6,0.325,0.343,0.532,49.4,52.9,10.1,7.8,0.505,16.2,30.5,0.218,103,0.376,0.424,0.532,50.6,52.5,9.3,7.6,0.49,17.1,32.2,0.275,64
53,Colgate NCAA,16,14,2,0.875,13.66,-1.9,11,1,8,1,6,0,1363,1114,72.7,116.3,0.309,0.365,0.591,53.2,57,9.6,8.5,0.566,13,27.6,0.224,95,0.263,0.362,0.487,46.8,42.7,7.5,7.4,0.458,14.3,25.1,0.18,64
